key;ID;speciesStrain;speciesStrainComp;genus;genusComp;species;speciesComp;strain;cultureNo;typeStrain;misclassified;gram;oxygen;substrate;genomeAccNo;usedAccNo;ncbiFTP_FAA
1549;131359;Lactococcus hircilactis 117, CRA-FLC-117;lactococcushircilactis117craflc117;Lactococcus;lactococcus;Lactococcus hircilactis;lactococcushircilactis;117, CRA-FLC-117;DSM 28960|LMG 28352|JCM 31964;yes;;;microaerophilic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_009601015|1494462.5|2921897956|WITJ00000000;GCA_009601015;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/601/015/GCA_009601015.1_ASM960101v1/GCA_009601015.1_ASM960101v1_protein.faa.gz
1550;131360;Lactococcus laudensis 4195, CRA-FLC-4195;lactococcuslaudensis4195craflc4195;Lactococcus;lactococcus;Lactococcus laudensis;lactococcuslaudensis;4195, CRA-FLC-4195;DSM 28961|LMG 28353|JCM 31965;yes;;;microaerophilic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_013449735|GCA_019586025|JACBNY000000000|1494461.5|1494461.9;GCA_013449735;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/449/735/GCA_013449735.1_ASM1344973v1/GCA_013449735.1_ASM1344973v1_protein.faa.gz
1551;166304;Lactococcus protaetiae 2DFWM-2;lactococcusprotaetiae2dfwm2;Lactococcus;lactococcus;Lactococcus protaetiae;lactococcusprotaetiae;2DFWM-2;KACC 19320|NBRC 113069;yes;;;facultative;amygdalin|arbutin|carboxymethylcellulose|casein|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|esculin ferric citrate|galactitol|gelatin|gentiobiose|glucose|glycerol|glycogen|hypoxanthine|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|nitrate|potassium 2-dehydro-D-gluconate|potassium 5-dehydro-D-gluconate|potassium gluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|tween 80|tyrosine|xanthine|xylitol;GCA_006965445|2592653.3|2888328292|CP041356;GCA_006965445;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/965/445/GCA_006965445.1_ASM696544v1/GCA_006965445.1_ASM696544v1_protein.faa.gz
1552;14707;Lactococcus raffinolactis 23.C.5;lactococcusraffinolactis23c5;Lactococcus;lactococcus;Lactococcus raffinolactis;lactococcusraffinolactis;23.C.5;CCUG 32209|DSM 20443|ATCC 43920|NCDO 617|JCM 5706|BCRC 14039|CCM 4543|CECT 988|CGMCC 1.1935|CIP 102300|HAMBI 1589|KACC 13441|KCTC 3509|KCTC 3982|LMG 13095|LMG 9463|NBRC 100932|NCIMB 13197|NRIC 1781|VTT E-91453;yes;;;anaerobic;alpha-cyclodextrin|arginine|D-arabitol|D-mannitol|D-ribose|D-tagatose|glycogen|hippurate|lactose|L-arabinose|maltose|melezitose|melibiose|methyl beta-D-glucopyranoside|pullulan|raffinose|sorbitol|sucrose|trehalose|urea;GCA_002310475|GCA_012219925|GCA_012219705|GCA_012220065|GCA_005864335|GCA_019586045|1366.27|1348633.3|GCA_019586085|GCA_012220405|GCA_001591765|1366.36|1366.19|1366.7|1366.23|1366.37|GCA_012221125|GCA_002441745|GCA_010669245|1366.26;GCA_002310475;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/475/GCA_002310475.1_ASM231047v1/GCA_002310475.1_ASM231047v1_protein.faa.gz
1553;158388;Lactococcus reticulitermitis Rs-Y01;lactococcusreticulitermitisrsy01;Lactococcus;lactococcus;Lactococcus reticulitermitis;lactococcusreticulitermitis;Rs-Y01;DSM 105715|JCM 32106;yes;;;facultative;amygdalin|casein|cellobiose|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|gentiobiose|glucose|glycogen|lactose|maltose hydrate|melezitose|melibiose|methyl alpha-D-glucopyranoside|pectin|raffinose|salicin|starch|sucrose|trehalose|turanose|xylan;GCA_002260845|2791355155|2025039.3|BEDT00000000;GCA_002260845;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/260/845/GCA_002260845.1_ASM226084v1/GCA_002260845.1_ASM226084v1_protein.faa.gz
1554;158433;Lactococcus termiticola NtB2;lactococcustermiticolantb2;Lactococcus;lactococcus;Lactococcus termiticola;lactococcustermiticola;NtB2;DSM 107259|JCM 32569;yes;;;facultative;amygdalin|cellobiose|crystalline cellulose|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-xylose|esculin ferric citrate|gentiobiose|gluconate|lactose|L-arabinose|maltose|melibiose|myo-inositol|N-acetylglucosamine|pectin|raffinose|salicin|starch|sucrose|trehalose|xylan;GCA_003116835|2169526.3|BFFO00000000|2882205748;GCA_003116835;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/116/835/GCA_003116835.1_ASM311683v1/GCA_003116835.1_ASM311683v1_protein.faa.gz
1555;132456;Lampropedia cohaerens CT6;lampropediacohaerensct6;Lampropedia;lampropedia;Lampropedia cohaerens;lampropediacohaerens;CT6;DSM 100029|KCTC 42939|MCC 2711;yes;;;aerobic;adipate|citrate|decanoate|D-mannitol|D-mannose|esculin|gelatin|glucose|hypoxanthine|L-arabinose|malate|maltose|N-acetylglucosamine|nitrate|phenylacetate|potassium gluconate|sodium citrate|starch|tween 20|tween 80|urea|xanthine;GCA_001005215|1610491.6;GCA_001005215;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/005/215/GCA_001005215.1_ASM100521v1/GCA_001005215.1_ASM100521v1_protein.faa.gz
1556;3040;Lancefieldella parvula 1246;lancefieldellaparvula1246;Lancefieldella;lancefieldella;Lancefieldella parvula;lancefieldellaparvula;1246;CCUG 32760|CIP 102970|DSM 20469|ATCC 33793|VPI 0546|JCM 10300|KCTC 3663;yes;;;anaerobic;arginine|L-glutamate|nitrate|raffinose|tryptophan|urea;GCA_015354155|GCA_000024225|GCA_905371835|521095.6|GCA_015354175|521095.16|644736327|CP001721|1382.132|1382.133;GCA_015354155;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/354/155/GCA_015354155.1_ASM1535415v1/GCA_015354155.1_ASM1535415v1_protein.faa.gz
1557;3041;Lancefieldella rimae D140H-11A, VPI D140H-11A;lancefieldellarimaed140h11avpid140h11a;Lancefieldella;lancefieldella;Lancefieldella rimae;lancefieldellarimae;D140H-11A, VPI D140H-11A;DSM 7090|ATCC 49626|CCUG 31168|JCM 10299|CIP 109880|IFO 15546|LMG 11476|NBRC 15546|NCFB 2896;yes;;;anaerobic;arginine|D-mannose|L-glutamate|nitrate|raffinose|tryptophan|urea;GCA_000174015|GCA_001438885|GCA_015354135|GCA_015354105|553184.4|GCA_905373575|553184.9|ACFE00000000|643886019|1383.3|1383.19|1383.18|2834436906|JQCP00000000;GCA_000174015;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/015/GCA_000174015.1_ASM17401v1/GCA_000174015.1_ASM17401v1_protein.faa.gz
1558;6636;Lapidilactobacillus concavus C-5-1;lapidilactobacillusconcavusc51;Lapidilactobacillus;lapidilactobacillus;Lapidilactobacillus concavus;lapidilactobacillusconcavus;C-5-1;DSM 17758|AS 1.5017|LMG 22739|JCM 14153|CGMCC 1.5017|CIP 108991|KACC 12410|NBRC 106101;yes;;;facultative;cellobiose|esculin|fructose|glucosamine|glucose|maltose|salicin|trehalose;GCA_001435835|GCA_007989025|1423735.3|287844.3|2671180578|AZFX00000000|BJVG00000000;GCA_001435835;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/435/835/GCA_001435835.1_ASM143583v1/GCA_001435835.1_ASM143583v1_protein.faa.gz
1559;6534;Lapidilactobacillus dextrinicus L95;lapidilactobacillusdextrinicusl95;Lapidilactobacillus;lapidilactobacillus;Lapidilactobacillus dextrinicus;lapidilactobacillusdextrinicus;L95;DSM 20335|ATCC 33087|CIP 103407|JCM 5887|LMG 11485|NCDO 1561|CCUG 18834|CCM 3457|BCRC 12842|CECT 4791|CGMCC 1.2693|KCTC 3506|LMG 10649|NCIMB 701561|VKM B-1603|VTT E-93494;yes;;;microaerophilic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_001436095|GCA_008831385|1423738.3|GCA_020741915|51664.5|AYYK00000000|2663762931;GCA_001436095;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/436/095/GCA_001436095.1_ASM143609v1/GCA_001436095.1_ASM143609v1_protein.faa.gz
1560;6302;Lapillicoccus jejuensis R-AC-013;lapillicoccusjejuensisrac013;Lapillicoccus;lapillicoccus;Lapillicoccus jejuensis;lapillicoccusjejuensis;R-AC-013;DSM 18607|KCTC 19200|JCM 15623|NBRC 106263|NCIMB 14544;yes;;;aerobic;arabinose|D-glucose|D-mannitol|D-ribose|D-xylose|esculin|gelatin|glycogen|lactose|malate|maltose|mannitol|nitrate|sucrose|urea;402171.3|2806310636|VFMN00000000|GCA_006715055;GCA_006715055;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/715/055/GCA_006715055.1_ASM671505v1/GCA_006715055.1_ASM671505v1_protein.faa.gz
1561;158687;Larkinella knui 15J6-3T6;larkinellaknui15j63t6;Larkinella;larkinella;Larkinella knui;larkinellaknui;15J6-3T6;KCTC 42998|JCM 31989;yes;;;aerobic;2-dehydro-D-gluconate|3-hydroxybenzoate|3-hydroxybutyrate|5-dehydro-D-gluconate|adipate|amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|decanoate|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|esculin ferric citrate|galactitol|gelatin|gentiobiose|gluconate|glucose|glycerol|glycogen|inulin|isocitrate|isovalerate|itaconate|lactate|lactose|L-alanine 4-nitroanilide|L-arabinose|L-arabitol|L-fucose|L-histidine|L-malate|L-proline|L-rhamnose|L-serine|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|nitrate|phenylacetate|raffinose|ribitol|salicin|sodium acetate|sodium malonate|sodium propionate|starch|suberic acid|sucrose|trehalose|turanose|urea|xylitol;GCA_003858645|2882134870|2025310.3;GCA_003858645;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/858/645/GCA_003858645.1_ASM385864v1/GCA_003858645.1_ASM385864v1_protein.faa.gz
1562;166350;Larkinella punicea KCTCÂ 62876, ZZJ9;larkinellapuniceakctcÂ 62876zzj9;Larkinella;larkinella;Larkinella punicea;larkinellapunicea;KCTCÂ 62876, ZZJ9;CCTCC AB 2018215;yes;;;aerobic;2-dehydro-D-gluconate|5-dehydro-D-gluconate|casein|cellobiose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|esculin|fructose|galactose|glycogen|hydroxyethylcellulose|lactose|L-arabinose|L-arginine|L-cysteine|L-rhamnose|L-sorbose|L-tryptophan|maltose|melibiose|myo-inositol|N-acetyl-D-glucosamine|oxalate|raffinose|salicin|starch|sucrose|tween 20|tween 40|tween 80|xylose;GCA_003334855|2832541779|QOWE00000000;GCA_003334855;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/334/855/GCA_003334855.1_ASM333485v1/GCA_003334855.1_ASM333485v1_protein.faa.gz
1563;6602;Latilactobacillus sakei carnosus R 14b/a;latilactobacillussakeicarnosusr14ba;Latilactobacillus;latilactobacillus;Latilactobacillus sakei;latilactobacillussakei;carnosus R 14b/a;DSM 15831|CCUG 31331|CIP 105422|JCM 11031|KCTC 3802|BCRC 17500|CECT 5766|KCTC 5053|LMG 17302|NBRC 107868;yes;;;facultative;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_007992315|GCA_001435715|214325.5|525363.3|AZFG00000000;GCA_007992315;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/992/315/GCA_007992315.1_ASM799231v1/GCA_007992315.1_ASM799231v1_protein.faa.gz
1564;6570;Latilactobacillus sakei sakei T.S.;latilactobacillussakeisakeits;Latilactobacillus;latilactobacillus;Latilactobacillus sakei;latilactobacillussakei;sakei T.S.;CCUG 30501|DSM 20017|ATCC 15521|WDCM 00015|JCM 1157|BCRC 14622|CECT 906|CGMCC 1.2142|CIP 103139|IFO 15893|KCTC 3603|LMG 9468|NBRC 15893|NCFB 2714|NCIMB 13090|NRIC 1071|VTT E-991032;yes;;;microaerophilic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|galactitol|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|xylitol;GCA_004354475|GCA_002370355|GCA_001434065|GCA_007989165|1423833.3|1423833.5|1423833.6|214326.6|2916471385|PUFE00000000|GCA_000615365|2585427929|BALW00000000|2690316289|214326.8|AZDN00000000|1236943.3;GCA_004354475;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/354/475/GCA_004354475.1_ASM435447v1/GCA_004354475.1_ASM435447v1_protein.faa.gz
1565;132579;Lawsonella clevelandensis CCF-01, X1036;lawsonellaclevelandensisccf01x1036;Lawsonella;lawsonella;Lawsonella clevelandensis;lawsonellaclevelandensis;CCF-01, X1036;DSM 45743|CCUG 66657|CC 2884;yes;;;anaerobic;cellobiose|D-mannitol|D-sorbitol|D-xylose|erythritol|fructose|galactose|glucose|glycerol|lactose|L-arabinose|L-rhamnose|maltose|mannose|myo-inositol|salicin|sucrose|trehalose;GCA_001293125|GCA_001281505|GCA_900610365|GCA_003241315|GCA_905373635|1528099.142|2687453361|1528099.141|1528099.158|2684622558|1528099.5|1528099.174;GCF_001293125;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/125/GCF_001293125.1_ASM129312v1/GCF_001293125.1_ASM129312v1_protein.faa.gz
1566;3812;Leadbetterella byssophila 4M15;leadbetterellabyssophila4m15;Leadbetterella;leadbetterella;Leadbetterella byssophila;leadbetterellabyssophila;4M15;DSM 17132|KACC 11308|JCM 16389|NBRC 106382;yes;;;aerobic;2-oxopentanoate|agar|alanine|alpha-cyclodextrin|arabinose|aspartate|carboxymethylcellulose|casein|cellobiose|cellulose|chitin|dextrin|dna|esculin|fructose|fucose|galactose|galacturonate|gelatin|glucose|glutamate|glycogen|lactose|L-alaninamide|L-arabitol|maltose|mannose|melibiose|methyl D-glucoside|methyl pyruvate|N-acetylglucosamine|nitrate|ornithine|raffinose|rhamnose|salicin|serine|starch|sucrose|threonine|thymidine|trehalose|tween 20|tween 40|tween 80|tyrosine|uridine;649349.3|GCA_000166395|CP002305|649633063;GCA_000166395;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/395/GCA_000166395.1_ASM16639v1/GCA_000166395.1_ASM16639v1_protein.faa.gz
1567;1212;Lederbergia galactosidilytica MB800;lederbergiagalactosidilyticamb800;Lederbergia;lederbergia;Lederbergia galactosidilytica;lederbergiagalactosidilytica;MB800;DSM 15595|LMG 17892;yes;;;facultative;2-dehydro-D-gluconate|5-dehydro-D-gluconate|amygdalin|arbutin|casein|cellobiose|citrate|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-trehalose|D-xylose|erythritol|esculin|galactitol|gelatin|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-arginine|L-fucose|L-lysine|L-ornithine|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|nitrate|O-nitrophenyl-beta-D-galactopyranosid|raffinose|ribitol|salicin|starch|sucrose|tryptophan|turanose|urea|xylitol;GCA_001645705|GCA_001431185|GCA_017873565|217031.7|217031.6|217031.9|2740892495|2913365302;GCA_001645705;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/705/GCA_001645705.1_ASM164570v1/GCA_001645705.1_ASM164570v1_protein.faa.gz
1568;1236;Lederbergia ruris MB 1669, R-6760;lederbergiarurismb1669r6760;Lederbergia;lederbergia;Lederbergia ruris;lederbergiaruris;MB 1669, R-6760;DSM 17057|CIP 109042|LMG 22866;yes;;;facultative;arabinose|cellobiose|esculin|fructose|galactose|glucose|glycogen|lactose|maltose|mannitol|mannose|melibiose|methyl D-glucoside|N-acetylglucosamine|nitrate|raffinose|ribose|salicin|sucrose|trehalose|xylose;GCA_018332955|217495.3;GCA_018332955;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/332/955/GCA_018332955.1_ASM1833295v1/GCA_018332955.1_ASM1833295v1_protein.faa.gz
1569;140891;Leeuwenhoekiella nanhaiensis G18;leeuwenhoekiellananhaiensisg18;Leeuwenhoekiella;leeuwenhoekiella;Leeuwenhoekiella nanhaiensis;leeuwenhoekiellananhaiensis;G18;CCTCC AB 2015204|KCTC 42729;yes;;;aerobic;agar|carboxymethylcellulose|casein|chitin|citrate|D-galactose|D-glucose|D-mannose|dna|D-ribose|fructose|gelatin|glycerol 3-phosphate|lactose|L-arabinose|L-fucose|L-rhamnose|malonate|maltose|mannitol|myo-inositol|N-acetylglucosamine|nitrate|raffinose|sorbitol|starch|sucrose|tween 20|tween 40|tween 60|tween 80|urea|xylose;GCA_002744755|1655491.3|2775506714;GCA_002744755;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/744/755/GCA_002744755.1_ASM274475v1/GCA_002744755.1_ASM274475v1_protein.faa.gz
1570;5603;Leeuwenhoekiella palythoae;leeuwenhoekiellapalythoae;Leeuwenhoekiella;leeuwenhoekiella;Leeuwenhoekiella palythoae;leeuwenhoekiellapalythoae;;DSM 19859|KCTC 22020|KMM 6264|LMG 24856;yes;;;aerobic;arabinose|cellobiose|esculin|galactose|glucose|lactose|leucine|maltose|rhamnose|sucrose|trehalose;GCA_900130045|GCA_004104045|GCA_020310025|573501.8|573501.11|2622736499|2772190912;GCA_900130045;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/045/GCA_900130045.1_IMG-taxon_2622736499_annotated_assembly/GCA_900130045.1_IMG-taxon_2622736499_annotated_assembly_protein.faa.gz
1571;45068;Legionella londiniensis 1477;legionellalondiniensis1477;Legionella;legionella;Legionella londiniensis;legionellalondiniensis;1477;;;;negative;microaerophilic;;GCA_900452755|GCA_900639885|GCA_001467825;GCA_900452755;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/452/755/GCA_900452755.1_51670_D01/GCA_900452755.1_51670_D01_protein.faa.gz
1572;272624;Legionella pneumophila pneumophila Philadelphia-1;legionellapneumophilapneumophilaphiladelphia1;Legionella;legionella;Legionella pneumophila;legionellapneumophila;pneumophila Philadelphia-1;;;;negative;microaerophilic;tryptophan;GCA_001753085|GCA_006364635|GCA_001941585|GCA_003003515;GCA_001753085;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/085/GCA_001753085.1_ASM175308v1/GCA_001753085.1_ASM175308v1_protein.faa.gz
1573;6754;Legionella santicrucis SC-63-C7;legionellasanticrucissc63c7;Legionella;legionella;Legionella santicrucis;legionellasanticrucis;SC-63-C7;DSM 23075|ATCC 35301|CCUG 29673|CIP 103849|JCM 7557|NCTC 11989;yes;;;microaerophilic;maltose|ornithine|sucrose|tryptophan|urea;GCA_001468135|2663763173|45074.5|45074.6|GCA_900639975;GCA_001468135;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/468/135/GCA_001468135.1_ASM146813v1/GCA_001468135.1_ASM146813v1_protein.faa.gz
1574;6750;Legionella spiritensis MSH-9;legionellaspiritensismsh9;Legionella;legionella;Legionella spiritensis;legionellaspiritensis;MSH-9;DSM 19324|ATCC 35249|CCUG 31118|JCM 7562;yes;;;microaerophilic;D-fructose|tryptophan;GCA_900186965|GCA_001468165;GCA_900186965;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/965/GCA_900186965.1_50592_C01/GCA_900186965.1_50592_C01_protein.faa.gz
1575;4379;Lelliottia nimipressuralis E 62;lelliottianimipressuralise62;Lelliottia;lelliottia;Lelliottia nimipressuralis;lelliottianimipressuralis;E 62;DSM 18955|ATCC 9912|CIP 104980|LMG 10245|NCPPB 2045|CCUG 25894|JCM 6050|ICMP 1577;yes;;;aerobic;amygdalin|arginine|citrate|D-glucose|D-mannitol|gelatin|L-arabinose|L-rhamnose|lysine|melibiose|myo-inositol|ornithine|sorbitol|sucrose|tryptophan|urea;GCA_004115925|GCA_015319205|GCA_008244655|GCA_004402045|SDDX00000000|2894139580|69220.3|69220.13|69220.14|GCA_001875645|MKER00000000|69220.11|2843132434|69220.12|69220.6|2788500326;GCA_004115925;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/925/GCA_004115925.1_ASM411592v1/GCA_004115925.1_ASM411592v1_protein.faa.gz
1576;1364;Lentibacillus halodurans 44569;lentibacillushalodurans44569;Lentibacillus;lentibacillus;Lentibacillus halodurans;lentibacillushalodurans;44569;DSM 18342|CGMCC 1.3702|CIP 109588|JCM 12770;yes;;;obligate aerobic;arabinose|casein|cellobiose|D-fructose|D-galactose|D-glucose|D-mannose|D-sorbose|D-xylose|erythritol|esculin|galactitol|gelatin|glycerol|inulin|lactose|L-sorbose|maltose|mannitol|melezitose|melibiose|myo-inositol|nitrate|raffinose|rhamnose|salicin|starch|sucrose|trehalose|tween 20|tween 40|tween 80|xylose;GCA_900112045|237679.4|2617270778|FOJW00000000;GCA_900112045;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/045/GCA_900112045.1_IMG-taxon_2617270778_annotated_assembly/GCA_900112045.1_IMG-taxon_2617270778_annotated_assembly_protein.faa.gz
